property,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,lat,long,Date,year,month,day
8163000020,20150126,8.05E+05,5,3,2240,18265,2,0,0,4,8,2240,0,1963,0,98027,1990,18265,47.5171,-122.029,2015/1/26,2015,1,26
6303400290,20150126,1.70E+05,2,1,860,8636,1,0,0,3,6,860,0,1924,0,98146,1100,8636,47.5081,-122.356,2015/1/26,2015,1,26
2473400290,20150126,2.85E+05,4,2.5,1870,8190,1,0,0,3,7,1100,770,1977,0,98058,1590,9150,47.4521,-122.161,2015/1/26,2015,1,26
8937600080,20150126,2.95E+05,3,1.75,1930,13350,1,0,0,3,8,1930,0,1967,0,98023,2270,13350,47.3317,-122.365,2015/1/26,2015,1,26
3629970190,20150126,7.69E+05,4,3.5,3010,6202,2,0,0,3,9,3010,0,2005,0,98029,2520,5001,47.5533,-121.993,2015/1/26,2015,1,26
1545803520,20150126,2.51E+05,3,2,1650,7930,1,0,0,4,7,1650,0,1989,0,98038,1510,7930,47.3617,-122.05,2015/1/26,2015,1,26
1099900120,20150126,3.45E+05,3,2.5,2340,8414,1,0,0,3,7,1280,1060,1993,0,98188,2340,7268,47.4685,-122.265,2015/1/26,2015,1,26
6028000090,20150126,4.38E+05,3,2.25,2340,14279,1,0,0,3,8,1340,1000,1965,0,98006,2340,13600,47.5715,-122.124,2015/1/26,2015,1,26
3343900120,20150126,3.80E+05,4,1.75,2260,7200,1.5,0,0,5,7,1360,900,1924,0,98056,1410,7465,47.5122,-122.186,2015/1/26,2015,1,26
3739500096,20150126,2.29E+05,3,2,1540,6000,1,0,0,4,6,1540,0,1953,0,98155,1490,8213,47.7372,-122.307,2015/1/26,2015,1,26
4139500410,20150126,1.68E+06,6,4.75,5770,16747,2,0,3,3,12,4500,1270,1998,0,98006,4470,14571,47.5512,-122.11,2015/1/26,2015,1,26
5530000030,20150126,2.33E+05,4,2,2130,9579,1,0,0,4,7,1250,880,1968,0,98001,1590,9800,47.3069,-122.271,2015/1/26,2015,1,26
1775920340,20150126,4.84E+05,4,1.75,2440,16730,1,0,0,3,7,1390,1050,1976,0,98072,1390,11600,47.7406,-122.11,2015/1/26,2015,1,26
427000065,20150126,5.38E+05,5,2.5,4340,9108,1,0,0,5,8,2170,2170,1979,0,98118,2030,6812,47.5384,-122.276,2015/1/26,2015,1,26
2767601085,20150126,7.33E+05,6,2.75,2730,5000,1,0,0,3,8,1780,950,1962,0,98107,2090,5000,47.6751,-122.38,2015/1/26,2015,1,26
2044500213,20150126,4.49E+05,4,2,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,1520,7169,47.7155,-122.315,2015/1/26,2015,1,26
1370803730,20150126,5.78E+05,3,1.5,1660,6000,1.5,0,0,3,7,1660,0,1937,0,98199,1640,6000,47.6409,-122.401,2015/1/26,2015,1,26
3224510300,20150126,9.25E+05,3,2.75,3280,10558,1,0,2,4,9,2040,1240,1979,0,98006,3150,9998,47.5606,-122.133,2015/1/26,2015,1,26
6791400070,20150126,3.50E+05,3,2.5,2040,13590,2,0,0,3,8,2040,0,2009,0,98042,1850,12485,47.3122,-122.04,2015/1/26,2015,1,26
9834201367,20150126,4.29E+05,3,2,1490,1126,3,0,0,3,8,1490,0,2014,0,98144,1400,1230,47.5699,-122.288,2015/1/26,2015,1,26
1088650310,20150127,5.30E+05,4,2.5,2320,5493,2,0,0,3,8,2320,0,2004,0,98028,2450,5471,47.7727,-122.229,2015/1/27,2015,1,27
9828202545,20150127,4.90E+05,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,1940,4000,47.6163,-122.292,2015/1/27,2015,1,27
3066120030,20150127,1.58E+06,4,3.75,3810,9916,2,0,0,3,11,3810,0,1989,0,98040,3040,11250,47.5739,-122.234,2015/1/27,2015,1,27
4017110200,20150127,4.69E+05,3,2.25,2070,9957,1,0,0,3,8,1440,630,1977,0,98155,2070,10158,47.7766,-122.277,2015/1/27,2015,1,27
9320600090,20150127,2.74E+05,3,1.5,1560,8314,1,0,0,3,7,1560,0,1962,0,98031,1820,8925,47.4117,-122.209,2015/1/27,2015,1,27
7399301050,20150127,3.15E+05,3,1.75,1480,7500,1,0,0,4,7,1480,0,1968,0,98055,1480,7500,47.4629,-122.187,2015/1/27,2015,1,27
1266200015,20150127,8.06E+05,3,1,1440,10330,1,0,0,4,7,1440,0,1952,0,98004,2080,10327,47.6245,-122.193,2015/1/27,2015,1,27
1917300025,20150127,1.22E+05,2,1,860,6000,1,0,0,3,6,860,0,1945,0,98022,1300,6000,47.2109,-121.985,2015/1/27,2015,1,27
1136100006,20150127,6.25E+05,2,1.5,1110,118047,1,0,0,3,7,1110,0,1961,0,98072,2970,43500,47.7467,-122.128,2015/1/27,2015,1,27
6181400470,20150127,2.15E+05,4,2.5,2130,4496,2,0,0,3,7,2130,0,2004,0,98001,3220,5400,47.3041,-122.28,2015/1/27,2015,1,27
9476200545,20150127,2.70E+05,3,2,1350,6696,1,0,0,5,6,680,670,1944,0,98056,1350,6700,47.4919,-122.187,2015/1/27,2015,1,27
8564500020,20150127,3.22E+05,3,1,960,10181,1,0,0,3,7,960,0,1961,0,98034,1740,10194,47.7231,-122.229,2015/1/27,2015,1,27
8011100005,20150127,3.99E+05,4,2.5,2250,6064,2,0,0,3,8,2250,0,2005,0,98056,1520,7840,47.4956,-122.174,2015/1/27,2015,1,27
3491300082,20150127,8.00E+05,4,3.5,2540,5808,2,0,0,5,8,1820,720,1910,1986,98117,1520,5461,47.6857,-122.376,2015/1/27,2015,1,27
1112700150,20150127,4.05E+05,3,1.75,1260,7373,1,0,0,4,7,1260,0,1979,0,98034,1360,7373,47.7296,-122.233,2015/1/27,2015,1,27
3720800070,20150127,1.10E+06,4,3,2880,5500,2,0,0,4,9,1920,960,1926,0,98102,2110,5500,47.6448,-122.317,2015/1/27,2015,1,27
2494000070,20150127,4.80E+05,4,2.5,2480,5100,2,0,0,3,8,2480,0,2007,0,98019,2270,5115,47.7383,-121.969,2015/1/27,2015,1,27
7504020400,20150127,6.15E+05,4,2.25,2360,15860,1,0,0,3,9,2360,0,1977,0,98074,2650,11798,47.6307,-122.051,2015/1/27,2015,1,27
1705400350,20150127,3.50E+05,3,1,1050,5518,1,0,0,3,7,1050,0,1948,0,98118,1490,4269,47.5564,-122.278,2015/1/27,2015,1,27
5089700720,20150127,3.35E+05,4,2.25,2400,8592,2,0,0,3,8,2400,0,1978,0,98055,2180,8100,47.4383,-122.193,2015/1/27,2015,1,27
868001435,20150127,2.23E+06,3,3,3450,16740,1,0,4,4,9,1960,1490,1949,1993,98177,3220,12528,47.7067,-122.38,2015/1/27,2015,1,27
421069081,20150127,3.37E+05,3,2.5,2235,43560,1,0,0,5,7,990,1245,1975,0,98010,1460,29621,47.3326,-122.046,2015/1/27,2015,1,27
2239000011,20150127,5.00E+05,4,2,1530,7816,1,0,0,3,7,1530,0,1955,0,98133,1480,7816,47.7309,-122.332,2015/1/27,2015,1,27
2838000030,20150127,6.80E+05,3,2.5,2230,3939,2,0,0,3,8,2230,0,2014,0,98133,2230,4200,47.73,-122.335,2015/1/27,2015,1,27
6601200020,20150127,2.35E+05,4,2.5,1954,5075,2,0,0,3,8,1954,0,2007,0,98001,1934,5000,47.2606,-122.253,2015/1/27,2015,1,27
4432600075,20150128,7.25E+05,4,2,2110,4140,2,0,0,3,9,1710,400,1925,2003,98116,1440,4420,47.5836,-122.387,2015/1/28,2015,1,28
2781260370,20150128,3.98E+05,4,2.5,2820,5510,2,0,0,3,9,2820,0,2005,0,98038,2820,5510,47.3477,-122.024,2015/1/28,2015,1,28
3163600015,20150128,1.56E+05,2,1,600,4000,1,0,0,3,5,600,0,1933,0,98146,1290,6973,47.5065,-122.339,2015/1/28,2015,1,28
1823049144,20150128,2.25E+05,3,1,1000,9295,1,0,0,3,7,1000,0,1955,0,98146,1320,13500,47.484,-122.346,2015/1/28,2015,1,28
7696600020,20150128,2.60E+05,4,1.5,1540,7300,2,0,0,3,7,1540,0,1973,0,98001,1580,7650,47.3317,-122.276,2015/1/28,2015,1,28
8691310380,20150128,7.74E+05,4,2.75,2830,10240,2,0,0,4,9,2830,0,1998,0,98075,3490,10240,47.5903,-121.986,2015/1/28,2015,1,28
9253900417,20150128,1.60E+06,3,2.5,2850,19593,1.5,1,4,3,10,1790,1060,1978,0,98008,2850,18782,47.5894,-122.111,2015/1/28,2015,1,28
5729000070,20150128,5.45E+05,4,2,5461,22880,1,0,0,4,9,3265,2196,1964,0,98032,1940,10995,47.3557,-122.29,2015/1/28,2015,1,28
3211700045,20150128,5.92E+05,4,2.5,2300,11165,2,0,0,4,8,2300,0,1979,0,98008,2170,11165,47.5794,-122.118,2015/1/28,2015,1,28
9406520260,20150128,3.11E+05,4,2.5,1975,8734,2,0,0,3,7,1975,0,1996,0,98038,1975,8538,47.363,-122.034,2015/1/28,2015,1,28
1407300012,20150128,4.00E+05,2,2,1050,1173,2,0,0,3,8,720,330,2004,0,98122,1340,1317,47.6181,-122.302,2015/1/28,2015,1,28
2570600140,20150128,1.96E+05,3,2.25,1510,9600,1,0,0,1,7,1090,420,1966,0,98028,1870,10681,47.7758,-122.238,2015/1/28,2015,1,28
7215730730,20150128,5.15E+05,4,2.5,1800,4338,2,0,0,3,8,1800,0,2001,0,98075,1800,4507,47.5962,-122.015,2015/1/28,2015,1,28
2695600455,20150128,4.25E+05,2,1,1160,5038,1,0,0,5,7,740,420,1942,0,98126,1160,5076,47.5304,-122.38,2015/1/28,2015,1,28
3344500183,20150128,3.75E+05,4,1.75,1870,12500,1,0,1,5,6,1030,840,1943,0,98056,2060,14141,47.511,-122.197,2015/1/28,2015,1,28
1450000210,20150128,1.80E+05,3,1,900,8100,1,0,0,4,6,900,0,1959,0,98002,1000,7830,47.2866,-122.221,2015/1/28,2015,1,28
1545801410,20150128,2.77E+05,3,2.5,1620,7320,2,0,0,3,7,1620,0,1989,0,98038,1550,7686,47.3617,-122.054,2015/1/28,2015,1,28
6813600605,20150128,1.35E+06,4,4.5,3420,7440,3,0,0,3,9,3420,0,2014,0,98103,1360,5580,47.6875,-122.33,2015/1/28,2015,1,28
1509500380,20150128,3.79E+05,4,2.5,2570,10155,2,0,0,3,9,2570,0,1994,0,98030,2770,10155,47.3842,-122.17,2015/1/28,2015,1,28
2329800110,20150128,2.97E+05,3,2.5,1770,6033,2,0,0,4,7,1770,0,1987,0,98042,1590,6510,47.3764,-122.119,2015/1/28,2015,1,28
2517000600,20150128,3.15E+05,4,2.5,2780,3969,2,0,0,3,7,2780,0,2005,0,98042,2260,4160,47.3992,-122.164,2015/1/28,2015,1,28
3630000150,20150128,3.59E+05,2,1.75,1400,865,2,0,0,3,8,1110,290,2005,0,98029,1380,1107,47.5478,-121.999,2015/1/28,2015,1,28
1437910090,20150128,5.20E+05,4,2.5,2410,6440,1,0,0,3,8,1550,860,1974,0,98034,2330,6938,47.7153,-122.191,2015/1/28,2015,1,28
7203140420,20150128,3.85E+05,3,2.5,1740,4145,2,0,0,3,7,1740,0,2010,0,98053,1740,4045,47.6875,-122.015,2015/1/28,2015,1,28
2781280230,20150128,2.92E+05,3,2.5,1610,3848,2,0,0,3,8,1610,0,2006,0,98055,1610,3049,47.4497,-122.188,2015/1/28,2015,1,28
3343901408,20150128,5.70E+05,4,2.5,2590,6474,2,0,0,3,8,2590,0,2014,0,98056,1960,8679,47.5164,-122.19,2015/1/28,2015,1,28
254000445,20150129,4.80E+05,6,3.75,2940,5054,2,0,0,3,7,2940,0,1942,2003,98146,1530,5320,47.5122,-122.385,2015/1/29,2015,1,29
3971700510,20150129,3.37E+05,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1958,0,98155,1790,12743,47.7734,-122.315,2015/1/29,2015,1,29
4027701294,20150129,4.85E+05,3,2.75,2650,12350,1,0,0,4,7,1470,1180,1975,0,98028,1950,14075,47.7669,-122.268,2015/1/29,2015,1,29
6979940100,20150129,8.05E+05,5,2.5,3320,7266,2,0,0,3,9,3320,0,2000,0,98075,3060,10269,47.5862,-122.054,2015/1/29,2015,1,29
2025700130,20150129,2.70E+05,3,2.25,1510,6000,1,0,0,4,7,1150,360,1993,0,98038,1510,6000,47.3484,-122.036,2015/1/29,2015,1,29
1775500050,20150129,4.40E+05,1,1,1160,64469,1,0,0,3,7,1160,0,2009,0,98072,1580,48352,47.7433,-122.082,2015/1/29,2015,1,29
5101402472,20150129,3.41E+05,2,1,940,5413,1,0,0,3,7,940,0,1923,0,98115,1340,5296,47.6956,-122.304,2015/1/29,2015,1,29
9407100730,20150129,3.29E+05,3,1.75,1230,10725,1,0,0,3,7,1230,0,1980,0,98045,1250,10170,47.4431,-121.772,2015/1/29,2015,1,29
4364200125,20150129,5.30E+05,2,1.75,2120,7680,1,0,0,5,6,1130,990,1948,0,98126,1220,7680,47.5304,-122.374,2015/1/29,2015,1,29
5430300171,20150129,6.16E+05,3,1.5,1810,5080,1,0,0,3,7,1030,780,1958,0,98115,1780,7620,47.6819,-122.287,2015/1/29,2015,1,29
302000065,20150129,1.84E+05,3,1,970,14850,1,0,0,3,7,970,0,1968,0,98001,1410,14850,47.3251,-122.268,2015/1/29,2015,1,29
2767800065,20150129,4.29E+05,2,1,1010,5000,1,0,0,2,7,1010,0,1924,0,98107,1410,5000,47.6715,-122.365,2015/1/29,2015,1,29
871001085,20150129,6.52E+05,3,1,1470,6122,1,0,0,3,8,1200,270,1948,0,98199,2200,6122,47.6517,-122.406,2015/1/29,2015,1,29
7338000150,20150129,1.60E+05,2,1,1070,4200,1,0,0,4,6,1070,0,1983,0,98002,1150,4200,47.3336,-122.215,2015/1/29,2015,1,29
923049110,20150129,1.69E+05,2,1,1020,7742,1,0,0,4,6,1020,0,1935,1978,98168,1510,7742,47.499,-122.301,2015/1/29,2015,1,29
4036400110,20150129,3.00E+05,3,2.75,2340,12282,1,0,2,3,8,1470,870,1978,0,98155,2640,8887,47.7379,-122.289,2015/1/29,2015,1,29
5706500385,20150129,2.00E+05,2,1,1400,9600,1.5,0,0,4,6,1400,0,1941,0,98022,1230,9600,47.2113,-121.993,2015/1/29,2015,1,29
2767604425,20150129,5.35E+05,3,3.25,1430,1276,3,0,0,3,8,1430,0,2007,0,98107,1430,1243,47.6712,-122.38,2015/1/29,2015,1,29
7661600206,20150129,2.62E+05,4,2.5,2070,8685,2,0,0,3,7,2070,0,2006,0,98188,2170,9715,47.4697,-122.267,2015/1/29,2015,1,29
723099065,20150130,4.65E+05,3,2,1840,40438,2,0,0,3,7,1840,0,1994,0,98045,1380,44049,47.4853,-121.709,2015/1/30,2015,1,30
1926059155,20150130,2.57E+05,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,98034,1510,7871,47.7244,-122.222,2015/1/30,2015,1,30
1118001645,20150130,1.40E+06,3,3.25,3020,6073,2,0,0,4,9,3020,0,1954,0,98112,3020,7700,47.6332,-122.29,2015/1/30,2015,1,30
8679600100,20150130,4.65E+05,5,1.5,1750,12491,1,0,0,3,6,1390,360,1961,0,98033,1560,12473,47.6995,-122.174,2015/1/30,2015,1,30
3022059066,20150130,4.73E+05,4,2.5,2960,223462,2,0,0,3,10,2960,0,2001,0,98030,2770,16482,47.3646,-122.211,2015/1/30,2015,1,30
9320600020,20150130,2.50E+05,4,2,2130,8400,1,0,0,3,7,1350,780,1962,0,98031,1550,8596,47.4133,-122.209,2015/1/30,2015,1,30
2273600460,20150130,5.36E+05,3,1.75,1530,8503,1,0,0,4,7,1150,380,1983,0,98033,1610,8549,47.6872,-122.185,2015/1/30,2015,1,30
8944750480,20150130,3.59E+05,3,2.25,1990,4331,2,0,0,3,7,1990,0,1997,0,98056,1690,3688,47.4917,-122.167,2015/1/30,2015,1,30
7312400030,20150130,4.42E+05,2,1,1410,5000,1,0,2,4,7,940,470,1918,0,98126,1450,5000,47.5531,-122.379,2015/1/30,2015,1,30
3180100023,20150130,5.44E+05,3,2.5,1760,1755,3.5,0,0,3,8,1760,0,1998,0,98105,1700,1721,47.6688,-122.279,2015/1/30,2015,1,30
7923100400,20150130,6.67E+05,5,2.25,2560,10360,1,0,0,4,8,1870,690,1966,0,98008,2070,7875,47.5819,-122.126,2015/1/30,2015,1,30
8856001090,20150130,1.86E+05,3,1,940,10890,1,0,0,4,5,940,0,1909,0,98001,1370,10255,47.2763,-122.257,2015/1/30,2015,1,30
1118001201,20150130,2.30E+06,4,2.5,3370,8402,1,0,0,5,10,2240,1130,1962,0,98112,3190,8700,47.6349,-122.29,2015/1/30,2015,1,30
2426039123,20150130,2.42E+06,5,4.75,7880,24250,2,0,2,3,13,7880,0,1996,0,98177,2740,10761,47.7334,-122.362,2015/1/30,2015,1,30
8097000250,20150130,3.23E+05,4,3,2060,9138,1,0,0,3,8,1430,630,1992,0,98092,2250,7820,47.321,-122.185,2015/1/30,2015,1,30
6918720100,20150130,6.65E+05,6,3,2480,9720,2,0,0,3,8,2480,0,1972,0,98007,2480,9200,47.6127,-122.145,2015/1/30,2015,1,30
9524100207,20150130,2.45E+05,2,1.5,690,1058,2,0,0,3,7,690,0,2005,0,98103,690,1058,47.6951,-122.343,2015/1/30,2015,1,30
1781500220,20150131,6.90E+05,3,2.5,2590,4961,2,0,0,3,9,2590,0,1944,2007,98126,1230,4961,47.5271,-122.381,2015/1/31,2015,1,31
9238901420,20150202,4.42E+05,3,1,1190,5100,1,0,0,4,7,1030,160,1941,0,98136,1690,5100,47.5346,-122.385,2015/2/2,2015,2,2
5416300240,20150202,9.35E+05,4,4.5,5670,84267,2,0,2,3,11,5670,0,2008,0,98010,4100,83729,47.323,-122.044,2015/2/2,2015,2,2
9368700223,20150202,3.10E+05,4,3,2010,7426,1,0,0,5,7,1090,920,1951,0,98178,1470,7426,47.5042,-122.265,2015/2/2,2015,2,2
1822350070,20150202,4.55E+05,3,1.5,1380,6657,2,0,0,3,7,1380,0,1986,0,98034,1420,8187,47.7085,-122.217,2015/2/2,2015,2,2
3880900245,20150202,7.00E+05,6,3,2790,4550,2.5,0,0,4,8,2790,0,1907,0,98119,2590,4550,47.627,-122.361,2015/2/2,2015,2,2
1387301730,20150202,3.61E+05,3,1.5,1200,7236,1,0,0,3,7,1200,0,1975,0,98011,1680,7800,47.739,-122.194,2015/2/2,2015,2,2
1773101340,20150202,4.00E+05,4,2.75,1920,4400,1,0,0,4,6,960,960,1906,0,98106,1040,4400,47.5532,-122.365,2015/2/2,2015,2,2
8097000170,20150202,3.35E+05,3,2.5,2260,8040,2,0,0,3,8,2260,0,1990,0,98092,2390,8040,47.3203,-122.184,2015/2/2,2015,2,2
4077800094,20150202,6.75E+05,4,1.75,2220,7230,1,0,1,3,8,1280,940,1950,0,98125,2210,7230,47.7065,-122.279,2015/2/2,2015,2,2
7280300080,20150202,5.10E+05,4,2.5,1840,7800,1,0,2,3,8,1240,600,1972,0,98177,2010,9100,47.7762,-122.384,2015/2/2,2015,2,2
4327600010,20150202,3.36E+05,3,3,1790,13350,1,0,0,3,7,1190,600,1988,0,98178,1740,10624,47.4958,-122.262,2015/2/2,2015,2,2
2916200138,20150202,3.75E+05,3,2,1260,7560,2,0,0,5,6,1260,0,1943,0,98133,1260,7595,47.7225,-122.351,2015/2/2,2015,2,2
8651720060,20150202,4.31E+05,3,2.25,1830,8831,1,0,0,3,7,1460,370,1979,0,98034,2330,8064,47.7286,-122.215,2015/2/2,2015,2,2
1786640030,20150202,3.60E+05,3,2,1790,7212,1,0,0,4,8,1790,0,1998,0,98042,2330,7212,47.3898,-122.154,2015/2/2,2015,2,2
7657000085,20150202,2.18E+05,2,1.5,2010,7755,2,0,0,3,7,2010,0,1952,0,98178,1360,8037,47.4947,-122.233,2015/2/2,2015,2,2
2329600280,20150202,2.26E+05,3,1,1510,8800,1,0,0,4,7,1010,500,1963,0,98003,1290,8470,47.329,-122.33,2015/2/2,2015,2,2
461005435,20150202,5.19E+05,3,1.75,2000,5680,1,0,0,4,7,1080,920,1903,0,98117,1230,4535,47.6805,-122.366,2015/2/2,2015,2,2
1454100010,20150202,3.39E+05,2,1,720,6050,1,0,0,2,5,720,0,1951,0,98125,1480,7280,47.7259,-122.29,2015/2/2,2015,2,2
7796450190,20150202,2.78E+05,3,2.5,1690,5171,2,0,0,3,8,1690,0,2003,0,98023,2550,5025,47.2779,-122.347,2015/2/2,2015,2,2
3629200020,20150202,9.60E+05,4,2.5,3180,10105,2,0,0,4,9,3180,0,1986,0,98040,2670,10355,47.5328,-122.226,2015/2/2,2015,2,2
1085623560,20150202,4.43E+05,4,2.5,2930,4875,2,0,0,3,9,2930,0,2014,0,98030,2815,4900,47.3421,-122.179,2015/2/2,2015,2,2
2883200083,20150202,4.25E+05,2,1.5,1000,1188,3,0,0,3,8,1000,0,2005,0,98115,2300,3500,47.6823,-122.327,2015/2/2,2015,2,2
5100400241,20150202,3.95E+05,2,1,1131,1304,3,0,0,3,7,1131,0,2011,0,98115,1131,1992,47.6912,-122.313,2015/2/2,2015,2,2
8564860130,20150202,5.99E+05,5,3.5,3440,6037,2,0,0,3,9,3440,0,2014,0,98045,3270,6037,47.4765,-121.734,2015/2/2,2015,2,2
6699930550,20150203,3.38E+05,3,2.5,2470,4948,2,0,0,3,8,2470,0,2003,0,98038,2500,4993,47.3438,-122.039,2015/2/3,2015,2,3
3905100070,20150203,4.67E+05,3,2.5,1530,3984,2,0,0,3,8,1530,0,1995,0,98029,1720,4005,47.569,-122.007,2015/2/3,2015,2,3
8856900310,20150203,5.35E+05,4,2.25,2810,12607,2,0,0,3,10,2810,0,1985,0,98058,2810,17400,47.4585,-122.13,2015/2/3,2015,2,3
4310702775,20150203,2.80E+05,2,1.5,800,1196,2,0,0,3,8,800,0,2003,0,98103,1020,1087,47.6972,-122.341,2015/2/3,2015,2,3
98020300,20150203,7.59E+05,5,2.75,3490,8230,2,0,0,3,10,3490,0,2005,0,98075,3480,7331,47.5825,-121.97,2015/2/3,2015,2,3
2426059076,20150203,6.80E+05,4,2.5,2700,37431,1,0,0,4,8,1600,1100,1978,0,98072,2290,37431,47.7258,-122.117,2015/2/3,2015,2,3
6929602605,20150203,2.05E+05,3,1.75,1200,8631,1,0,0,3,7,1200,0,1959,0,98198,1564,8115,47.3864,-122.308,2015/2/3,2015,2,3
9297301495,20150203,4.40E+05,3,2.5,2160,3738,2,0,0,3,8,2160,0,1994,0,98126,1500,4000,47.5661,-122.375,2015/2/3,2015,2,3
5412101150,20150203,2.99E+05,4,2.5,2400,6078,2,0,0,3,8,2400,0,2001,0,98001,2406,7642,47.2606,-122.285,2015/2/3,2015,2,3
8058500005,20150203,2.90E+05,2,1,1620,5400,1,0,0,3,6,920,700,1926,0,98125,1540,7245,47.7069,-122.299,2015/2/3,2015,2,3
7215720680,20150203,5.87E+05,4,2.75,2210,8430,2,0,0,3,9,2210,0,1999,0,98075,2460,8069,47.5994,-122.017,2015/2/3,2015,2,3
5101405465,20150203,4.63E+05,3,2,1590,5009,2,0,0,4,6,1590,0,1985,0,98125,1730,6380,47.7012,-122.322,2015/2/3,2015,2,3
7856000110,20150203,8.95E+05,3,2.5,2750,10000,1,0,3,3,8,1650,1100,1967,0,98006,2490,10000,47.5644,-122.153,2015/2/3,2015,2,3
2140900100,20150203,2.89E+05,4,2.5,1961,3207,2,0,0,3,7,1961,0,2006,0,98042,1961,3401,47.3507,-122.16,2015/2/3,2015,2,3
2391600335,20150203,8.04E+05,4,2.5,2620,5060,2,0,0,3,9,2620,0,2005,0,98116,900,5060,47.5634,-122.394,2015/2/3,2015,2,3
2291400341,20150203,3.12E+05,3,2.25,1358,1196,3,0,0,3,7,1358,0,2007,0,98133,1358,1196,47.7052,-122.346,2015/2/3,2015,2,3
5469500580,20150203,4.56E+05,3,1.75,2290,19000,1,0,0,4,9,1650,640,1973,0,98042,2900,13034,47.3837,-122.158,2015/2/3,2015,2,3
7304301045,20150203,2.57E+05,2,1,770,11084,1,0,0,4,6,770,0,1947,0,98155,1010,11084,47.7482,-122.321,2015/2/3,2015,2,3
6189200050,20150203,5.75E+05,3,1.75,1760,10349,1,0,0,3,8,1760,0,1957,0,98005,1970,10933,47.6347,-122.173,2015/2/3,2015,2,3
9265410010,20150203,2.12E+05,3,1.75,1470,8350,1,0,0,3,7,1470,0,1990,0,98001,1590,8182,47.2587,-122.253,2015/2/3,2015,2,3
4337600005,20150203,1.53E+05,2,1,710,9000,1,0,0,5,6,710,0,1943,0,98166,1230,9000,47.4811,-122.339,2015/2/3,2015,2,3
5608030020,20150203,6.00E+05,5,3.5,3370,16846,2,0,1,3,9,2650,720,1998,0,98027,3330,13000,47.5584,-122.089,2015/2/3,2015,2,3
7574910450,20150203,8.45E+05,4,2.5,3360,40471,2,0,0,4,10,3360,0,1994,0,98077,3150,36823,47.742,-122.035,2015/2/3,2015,2,3
1951500030,20150204,1.40E+05,3,1,1090,10620,1.5,0,0,3,7,1090,0,1959,0,98032,1380,10620,47.3748,-122.294,2015/2/4,2015,2,4
522059299,20150204,3.00E+05,3,1.75,1280,12776,1,0,0,4,7,1280,0,1977,0,98031,1680,11704,47.4212,-122.199,2015/2/4,2015,2,4
5040800060,20150204,6.75E+05,3,1.75,1710,5913,1,0,0,4,8,1120,590,1941,0,98199,2920,5922,47.6481,-122.406,2015/2/4,2015,2,4
952003350,20150204,5.07E+05,3,1.75,1400,5750,1,0,2,3,6,1100,300,1915,0,98126,1500,5175,47.5659,-122.38,2015/2/4,2015,2,4
9835800840,20150204,2.15E+05,4,2,1470,7000,1,0,0,4,8,1470,0,1967,0,98032,1640,7000,47.3742,-122.289,2015/2/4,2015,2,4
807800190,20150204,2.45E+05,3,1.75,2350,12720,1,0,0,4,7,1180,1170,1964,0,98030,1680,10400,47.3594,-122.175,2015/2/4,2015,2,4
5437200080,20150204,3.50E+05,4,2.75,2500,11659,1,0,2,3,9,1490,1010,1979,0,98003,2830,9915,47.3381,-122.332,2015/2/4,2015,2,4
4060000440,20150204,2.41E+05,3,1,880,6050,1,0,0,3,6,880,0,1945,0,98178,1130,6050,47.4995,-122.248,2015/2/4,2015,2,4
5536100010,20150204,1.05E+06,4,1,1330,9729,1,0,0,3,6,1330,0,1952,0,98004,2920,10353,47.6223,-122.208,2015/2/4,2015,2,4
2207100635,20150204,4.20E+05,3,1.5,1450,7000,1,0,0,3,7,1450,0,1955,0,98007,1490,7245,47.5983,-122.15,2015/2/4,2015,2,4
6649250410,20150204,3.17E+05,4,2.5,2160,8049,2,0,0,3,9,2160,0,1988,0,98001,2490,8995,47.3337,-122.26,2015/2/4,2015,2,4
7278100665,20150204,3.70E+05,3,1,1060,7419,1,0,2,4,6,1060,0,1906,0,98177,2190,5953,47.7712,-122.392,2015/2/4,2015,2,4
6743700317,20150204,5.83E+05,2,1,1140,23779,1.5,0,0,3,6,1140,0,1966,0,98033,2940,8417,47.6948,-122.172,2015/2/4,2015,2,4
4104900340,20150204,7.10E+05,4,2.5,3220,18618,2,0,1,3,10,3220,0,1991,0,98056,2650,11896,47.5326,-122.181,2015/2/4,2015,2,4
2130701535,20150204,2.80E+05,2,1.75,1360,10000,1,0,0,3,6,1360,0,1957,1989,98019,1430,10000,47.7421,-121.982,2015/2/4,2015,2,4
3299200075,20150204,4.30E+05,4,1.75,1700,10230,1,0,0,3,8,1320,380,1959,0,98133,2000,8006,47.7453,-122.351,2015/2/4,2015,2,4
5631500967,20150204,4.76E+05,4,1.75,2340,17541,1,0,0,4,7,1360,980,1956,0,98028,2250,9212,47.745,-122.229,2015/2/4,2015,2,4
8691510170,20150204,3.69E+05,3,2.5,2230,5717,2,0,0,3,7,2230,0,2004,0,98058,2230,5194,47.4388,-122.117,2015/2/4,2015,2,4
